,user_id,items
7390,7390,"[55, 398, 61, 57, 409, 67, 437, 54, 14, 412, 425, 22, 402, 430, 23, 88, 84, 420]"
7391,7391,"[55, 14, 57, 382, 409, 17, 19, 379, 23, 16, 22, 383, 61, 376, 5, 42, 380, 41]"
7392,7392,"[712, 713, 249, 89, 396, 54, 425, 57, 14, 409, 55, 23, 715, 420, 383, 82, 717, 722]"
7393,7393,"[398, 57, 55, 22, 400, 61, 14, 84, 0, 420, 425, 412, 17, 42, 21, 23, 402, 712]"
7394,7394,"[55, 398, 400, 57, 402, 61, 84, 23, 430, 22, 14, 42, 82, 17, 54, 29, 425, 420]"
7395,7395,"[0, 14, 41, 42, 169, 409, 55, 17, 712, 380, 89, 231, 25, 57, 29, 713, 102, 388]"
7396,7396,"[89, 425, 54, 61, 55, 88, 398, 23, 383, 42, 19, 57, 14, 17, 420, 41, 412, 0]"
7397,7397,"[14, 22, 100, 57, 61, 398, 98, 425, 54, 99, 23, 383, 395, 29, 84, 27, 412, 0]"
7398,7398,"[14, 712, 61, 57, 23, 398, 409, 169, 84, 383, 402, 99, 425, 798, 22, 19, 17, 804]"
7399,7399,"[57, 398, 14, 23, 61, 22, 17, 19, 29, 409, 84, 16, 382, 402, 388, 420, 430, 395]"
7400,7400,"[57, 84, 14, 23, 17, 61, 22, 398, 383, 430, 409, 85, 86, 420, 41, 382, 402, 16]"
7401,7401,"[55, 23, 22, 146, 169, 157, 89, 402, 398, 92, 104, 57, 62, 17, 142, 43, 9, 0]"
7402,7402,"[712, 57, 61, 84, 398, 22, 713, 14, 400, 430, 402, 798, 41, 42, 420, 19, 23, 89]"
7403,7403,"[14, 409, 17, 55, 22, 57, 430, 19, 23, 16, 382, 61, 398, 384, 432, 383, 84, 402]"
7404,7404,"[14, 55, 398, 11, 396, 23, 15, 0, 57, 61, 88, 41, 395, 420, 89, 409, 425, 424]"
7405,7405,"[57, 14, 61, 398, 22, 19, 84, 100, 382, 17, 376, 99, 383, 384, 29, 16, 23, 402]"
7406,7406,"[55, 382, 383, 14, 402, 88, 41, 798, 57, 5, 42, 420, 84, 21, 169, 22, 19, 61]"
7407,7407,"[57, 420, 61, 22, 14, 430, 398, 23, 382, 84, 17, 388, 383, 9, 19, 5, 169, 82]"
7408,7408,"[55, 57, 14, 61, 712, 382, 376, 383, 23, 425, 17, 89, 42, 5, 798, 398, 31, 92]"
7409,7409,"[55, 14, 23, 425, 89, 420, 88, 22, 169, 376, 31, 84, 382, 57, 92, 383, 19, 0]"
7410,7410,"[14, 22, 17, 398, 57, 61, 425, 84, 409, 9, 23, 16, 383, 87, 54, 420, 41, 388]"
7411,7411,"[14, 57, 61, 398, 409, 16, 23, 17, 402, 22, 84, 382, 383, 384, 19, 379, 41, 10]"
7412,7412,"[55, 409, 10, 402, 398, 54, 9, 14, 84, 57, 23, 61, 425, 42, 411, 21, 22, 27]"
7413,7413,"[14, 57, 61, 84, 398, 22, 430, 17, 55, 19, 383, 23, 409, 420, 0, 82, 425, 384]"
7414,7414,"[57, 61, 22, 84, 430, 420, 431, 23, 14, 398, 17, 9, 440, 25, 382, 409, 383, 82]"
7415,7415,"[712, 84, 109, 57, 99, 61, 430, 14, 382, 398, 420, 713, 445, 798, 19, 23, 388, 22]"
7416,7416,"[57, 398, 23, 61, 55, 84, 402, 430, 22, 17, 14, 409, 41, 54, 412, 383, 43, 19]"
7417,7417,"[57, 22, 61, 398, 23, 14, 17, 409, 402, 84, 54, 15, 19, 383, 9, 388, 420, 26]"
7418,7418,"[54, 55, 412, 14, 398, 41, 426, 62, 429, 169, 396, 425, 402, 31, 67, 413, 104, 22]"
7419,7419,"[57, 61, 398, 84, 14, 23, 22, 430, 17, 409, 420, 19, 425, 395, 388, 82, 393, 29]"
7420,7420,"[55, 54, 425, 107, 123, 853, 89, 23, 406, 437, 104, 15, 41, 43, 14, 433, 438, 67]"
7421,7421,"[23, 41, 42, 55, 379, 5, 26, 798, 89, 21, 380, 61, 14, 384, 82, 441, 102, 402]"
7422,7422,"[57, 61, 398, 84, 14, 430, 425, 23, 22, 29, 9, 17, 395, 88, 420, 19, 383, 432]"
7423,7423,"[54, 398, 57, 61, 712, 41, 425, 84, 412, 14, 402, 22, 42, 88, 396, 23, 388, 27]"
7424,7424,"[14, 398, 61, 23, 16, 9, 84, 409, 57, 402, 17, 395, 22, 425, 383, 19, 29, 41]"
7425,7425,"[57, 61, 16, 17, 430, 84, 14, 100, 55, 398, 99, 23, 22, 409, 382, 19, 383, 41]"
7426,7426,"[712, 57, 713, 61, 398, 84, 23, 22, 17, 430, 82, 409, 420, 382, 14, 0, 394, 400]"
7427,7427,"[798, 198, 55, 0, 61, 799, 22, 808, 169, 14, 420, 425, 203, 171, 804, 57, 812, 805]"
7428,7428,"[23, 100, 398, 14, 425, 9, 61, 57, 29, 402, 55, 102, 17, 420, 19, 99, 395, 98]"
7429,7429,"[57, 430, 84, 61, 23, 398, 22, 420, 25, 17, 14, 382, 409, 432, 19, 16, 383, 29]"
7430,7430,"[55, 54, 425, 14, 23, 15, 57, 22, 16, 19, 17, 388, 398, 89, 420, 61, 409, 84]"
7431,7431,"[61, 57, 14, 398, 22, 84, 19, 402, 17, 383, 395, 420, 384, 23, 400, 431, 86, 430]"
7432,7432,"[383, 382, 380, 15, 420, 379, 41, 376, 92, 388, 5, 384, 14, 89, 57, 19, 26, 88]"
7433,7433,"[57, 61, 398, 84, 14, 23, 22, 420, 19, 440, 82, 798, 383, 430, 382, 402, 376, 31]"
7434,7434,"[55, 54, 425, 420, 169, 57, 27, 89, 426, 437, 41, 67, 438, 61, 42, 798, 22, 412]"
7435,7435,"[57, 14, 61, 22, 23, 84, 430, 420, 382, 17, 19, 383, 26, 89, 409, 384, 376, 398]"
7436,7436,"[57, 61, 100, 14, 398, 99, 23, 402, 22, 712, 102, 430, 84, 395, 19, 17, 101, 41]"
7437,7437,"[61, 57, 398, 16, 22, 14, 23, 430, 84, 409, 432, 403, 420, 17, 55, 435, 383, 82]"
7438,7438,"[57, 23, 22, 384, 61, 430, 169, 383, 14, 382, 388, 84, 398, 25, 409, 5, 420, 41]"
7439,7439,"[84, 14, 398, 23, 409, 383, 57, 382, 402, 169, 61, 22, 420, 11, 19, 425, 17, 395]"
7440,7440,"[57, 430, 382, 61, 432, 14, 398, 420, 25, 84, 394, 383, 402, 22, 440, 431, 24, 5]"
7441,7441,"[57, 61, 84, 23, 14, 430, 22, 382, 18, 25, 420, 396, 431, 398, 17, 393, 82, 42]"
7442,7442,"[55, 169, 57, 23, 14, 382, 84, 61, 165, 383, 17, 171, 22, 798, 808, 42, 425, 395]"
7443,7443,"[14, 41, 88, 89, 42, 61, 398, 57, 713, 376, 29, 55, 0, 712, 17, 26, 5, 425]"
7444,7444,"[57, 430, 61, 22, 398, 14, 84, 420, 17, 82, 23, 25, 440, 24, 382, 5, 431, 21]"
7445,7445,"[14, 57, 61, 23, 22, 17, 84, 409, 19, 383, 382, 432, 376, 88, 388, 398, 402, 16]"
7446,7446,"[23, 41, 31, 89, 396, 61, 42, 412, 419, 64, 14, 402, 55, 30, 400, 382, 398, 5]"
7447,7447,"[14, 57, 398, 23, 61, 22, 395, 430, 17, 100, 9, 19, 84, 383, 412, 420, 409, 402]"
7448,7448,"[398, 61, 14, 17, 57, 402, 409, 23, 16, 22, 383, 9, 19, 41, 382, 84, 376, 88]"
7449,7449,"[57, 61, 99, 430, 23, 15, 398, 432, 98, 84, 19, 22, 104, 17, 14, 100, 16, 169]"
7450,7450,"[19, 103, 798, 169, 383, 804, 22, 799, 5, 14, 402, 388, 157, 398, 198, 376, 61, 813]"
7451,7451,"[82, 15, 385, 391, 92, 392, 89, 42, 84, 441, 17, 5, 403, 389, 23, 419, 377, 55]"
7452,7452,"[57, 14, 61, 23, 398, 22, 17, 19, 29, 402, 409, 430, 411, 84, 420, 82, 16, 388]"
7453,7453,"[14, 89, 23, 382, 402, 380, 26, 42, 712, 57, 61, 41, 84, 398, 22, 412, 392, 5]"
7454,7454,"[89, 376, 383, 19, 382, 42, 385, 5, 15, 23, 420, 14, 88, 17, 57, 388, 84, 379]"
7455,7455,"[61, 0, 57, 21, 441, 14, 17, 398, 84, 5, 16, 430, 22, 409, 169, 23, 804, 440]"
7456,7456,"[57, 14, 61, 398, 430, 99, 100, 41, 16, 409, 383, 22, 403, 9, 84, 17, 98, 23]"
7457,7457,"[57, 14, 54, 398, 61, 412, 23, 425, 420, 9, 382, 388, 17, 430, 383, 22, 84, 92]"
7458,7458,"[82, 61, 55, 398, 57, 23, 425, 9, 85, 84, 383, 22, 420, 27, 92, 430, 14, 402]"
7459,7459,"[14, 57, 84, 55, 22, 17, 23, 398, 61, 430, 409, 382, 5, 383, 19, 41, 42, 420]"
7460,7460,"[14, 23, 17, 409, 22, 398, 57, 169, 19, 804, 383, 16, 420, 382, 9, 61, 384, 379]"
7461,7461,"[57, 398, 61, 430, 23, 22, 14, 84, 388, 420, 425, 712, 85, 396, 383, 29, 17, 86]"
7462,7462,"[61, 57, 14, 398, 22, 17, 430, 100, 395, 23, 99, 434, 9, 425, 409, 402, 10, 84]"
7463,7463,"[57, 61, 84, 23, 22, 55, 14, 16, 398, 19, 17, 409, 382, 383, 396, 420, 29, 430]"
7464,7464,"[61, 57, 23, 55, 14, 395, 425, 409, 411, 31, 22, 398, 29, 396, 84, 54, 41, 42]"
7465,7465,"[61, 57, 398, 41, 42, 23, 384, 22, 54, 169, 14, 84, 55, 21, 88, 382, 430, 396]"
7466,7466,"[14, 17, 22, 409, 57, 19, 84, 379, 5, 23, 382, 420, 16, 89, 398, 376, 61, 383]"
7467,7467,"[61, 55, 398, 57, 22, 54, 42, 23, 443, 402, 14, 425, 712, 409, 169, 29, 388, 100]"
7468,7468,"[61, 57, 430, 14, 420, 170, 23, 84, 388, 432, 22, 5, 77, 398, 393, 25, 169, 42]"
7469,7469,"[57, 61, 23, 169, 383, 170, 420, 402, 382, 804, 22, 198, 798, 14, 398, 17, 173, 388]"
7470,7470,"[61, 57, 84, 14, 425, 398, 420, 19, 409, 712, 382, 16, 89, 17, 402, 9, 23, 383]"
7471,7471,"[89, 14, 88, 61, 376, 55, 248, 169, 170, 798, 805, 256, 398, 804, 203, 41, 197, 57]"
7472,7472,"[14, 23, 61, 398, 409, 57, 383, 17, 402, 382, 22, 55, 88, 19, 42, 29, 380, 425]"
7473,7473,"[57, 14, 61, 402, 55, 430, 84, 23, 383, 100, 17, 398, 15, 43, 89, 41, 382, 409]"
7474,7474,"[57, 14, 61, 430, 22, 25, 17, 432, 409, 23, 84, 19, 425, 431, 420, 55, 5, 398]"
7475,7475,"[22, 41, 21, 14, 409, 16, 19, 57, 61, 425, 398, 17, 42, 384, 15, 43, 10, 798]"
7476,7476,"[57, 54, 17, 61, 14, 409, 412, 22, 425, 42, 88, 21, 9, 0, 380, 92, 398, 41]"
7477,7477,"[57, 61, 84, 22, 398, 425, 55, 23, 14, 17, 402, 16, 395, 383, 19, 29, 420, 430]"
7478,7478,"[425, 23, 398, 14, 15, 54, 30, 61, 57, 19, 11, 409, 22, 396, 29, 84, 55, 420]"
7479,7479,"[425, 14, 55, 41, 54, 61, 398, 376, 400, 57, 23, 5, 420, 31, 89, 19, 84, 67]"
7480,7480,"[100, 14, 409, 17, 16, 99, 169, 402, 41, 9, 383, 19, 61, 57, 398, 18, 382, 42]"
7481,7481,"[57, 61, 398, 14, 42, 22, 409, 99, 712, 84, 55, 403, 432, 425, 420, 19, 23, 443]"
7482,7482,"[14, 5, 89, 57, 61, 712, 22, 391, 382, 90, 84, 169, 392, 0, 409, 41, 29, 96]"
7483,7483,"[55, 14, 100, 57, 61, 42, 402, 22, 99, 19, 409, 43, 23, 5, 16, 398, 9, 383]"
7484,7484,"[57, 382, 84, 23, 17, 14, 61, 379, 420, 88, 19, 22, 0, 409, 383, 402, 5, 42]"
7485,7485,"[57, 22, 61, 14, 409, 17, 84, 41, 23, 402, 383, 420, 398, 396, 55, 100, 430, 9]"
7486,7486,"[398, 14, 57, 23, 29, 84, 402, 432, 420, 409, 61, 0, 395, 22, 19, 41, 82, 17]"
7487,7487,"[409, 17, 14, 9, 61, 57, 402, 23, 31, 437, 380, 21, 88, 382, 712, 42, 388, 384]"
7488,7488,"[14, 61, 398, 425, 420, 23, 19, 57, 29, 388, 84, 15, 409, 22, 41, 402, 42, 0]"
7489,7489,"[89, 61, 57, 41, 55, 14, 23, 398, 84, 54, 22, 412, 409, 382, 17, 42, 396, 15]"
7490,7490,"[425, 14, 61, 57, 712, 412, 23, 54, 41, 398, 84, 99, 383, 402, 169, 413, 92, 798]"
7491,7491,"[57, 14, 22, 61, 398, 23, 29, 84, 17, 383, 9, 382, 19, 388, 55, 420, 409, 430]"
7492,7492,"[712, 88, 420, 169, 383, 89, 382, 808, 42, 798, 157, 799, 5, 41, 179, 61, 402, 804]"
7493,7493,"[57, 61, 22, 398, 84, 55, 14, 430, 23, 16, 82, 100, 431, 19, 17, 383, 432, 395]"
7494,7494,"[14, 57, 398, 22, 23, 84, 61, 420, 17, 402, 409, 382, 19, 383, 16, 395, 88, 388]"
7495,7495,"[57, 23, 430, 55, 22, 61, 420, 15, 17, 84, 440, 409, 19, 382, 14, 5, 431, 398]"
7496,7496,"[57, 14, 19, 84, 23, 398, 420, 61, 388, 82, 396, 29, 22, 430, 17, 15, 379, 409]"
7497,7497,"[425, 398, 55, 14, 61, 57, 54, 41, 88, 43, 395, 409, 27, 23, 384, 403, 29, 84]"
7498,7498,"[14, 0, 382, 383, 376, 380, 379, 22, 26, 57, 5, 61, 804, 19, 388, 84, 20, 23]"
7499,7499,"[23, 89, 169, 14, 409, 57, 420, 712, 382, 179, 19, 798, 10, 9, 804, 17, 84, 398]"
7500,7500,"[99, 102, 100, 109, 98, 41, 103, 42, 61, 57, 0, 384, 106, 89, 14, 402, 101, 398]"
7501,7501,"[383, 54, 425, 57, 382, 14, 388, 420, 85, 5, 92, 22, 61, 23, 394, 169, 19, 398]"
7502,7502,"[17, 409, 23, 61, 398, 57, 14, 22, 19, 55, 402, 84, 382, 383, 440, 379, 100, 88]"
7503,7503,"[57, 61, 14, 398, 84, 23, 409, 55, 22, 430, 17, 382, 19, 383, 420, 432, 16, 384]"
7504,7504,"[57, 84, 398, 14, 22, 61, 17, 19, 23, 409, 100, 382, 383, 430, 16, 420, 376, 9]"
7505,7505,"[57, 61, 14, 398, 17, 22, 23, 409, 402, 84, 425, 19, 82, 432, 5, 382, 18, 430]"
7506,7506,"[57, 23, 17, 22, 14, 84, 61, 398, 41, 409, 420, 19, 402, 430, 382, 29, 0, 388]"
7507,7507,"[57, 22, 61, 23, 409, 84, 430, 14, 382, 82, 5, 11, 9, 398, 17, 26, 388, 431]"
7508,7508,"[441, 440, 395, 420, 442, 61, 712, 5, 82, 0, 57, 89, 403, 55, 398, 425, 14, 388]"
7509,7509,"[55, 440, 57, 23, 14, 61, 432, 17, 398, 394, 54, 383, 19, 403, 16, 89, 5, 395]"
7510,7510,"[57, 61, 22, 14, 383, 425, 41, 42, 420, 9, 398, 402, 84, 5, 21, 19, 409, 23]"
7511,7511,"[398, 57, 14, 23, 61, 22, 17, 29, 430, 420, 409, 402, 84, 30, 388, 395, 376, 19]"
7512,7512,"[57, 61, 14, 99, 84, 398, 17, 409, 425, 23, 0, 19, 170, 388, 441, 82, 42, 420]"
7513,7513,"[55, 398, 425, 42, 402, 395, 41, 382, 61, 9, 22, 88, 396, 57, 10, 14, 23, 54]"
7514,7514,"[61, 57, 14, 17, 398, 23, 22, 425, 16, 430, 409, 19, 396, 29, 388, 403, 400, 420]"
7515,7515,"[57, 398, 22, 61, 14, 84, 23, 19, 17, 16, 388, 5, 27, 383, 430, 409, 420, 425]"
7516,7516,"[57, 61, 398, 430, 22, 23, 9, 409, 420, 14, 84, 17, 19, 89, 798, 382, 55, 0]"
7517,7517,"[57, 398, 23, 61, 425, 31, 420, 84, 26, 22, 431, 14, 54, 15, 41, 430, 67, 17]"
7518,7518,"[57, 398, 22, 14, 84, 15, 61, 23, 430, 425, 409, 394, 19, 380, 26, 17, 432, 16]"
7519,7519,"[398, 57, 61, 14, 100, 23, 17, 84, 402, 16, 102, 430, 409, 9, 55, 29, 22, 41]"
7520,7520,"[57, 100, 84, 22, 14, 383, 19, 23, 61, 402, 382, 169, 82, 17, 398, 430, 420, 41]"
7521,7521,"[57, 61, 84, 398, 55, 14, 425, 430, 22, 420, 432, 23, 17, 383, 82, 396, 19, 409]"
7522,7522,"[14, 409, 57, 23, 425, 17, 19, 398, 420, 22, 21, 61, 432, 396, 20, 383, 402, 380]"
7523,7523,"[14, 23, 17, 712, 22, 84, 19, 382, 398, 57, 16, 383, 379, 61, 89, 5, 376, 42]"
7524,7524,"[55, 57, 61, 14, 398, 23, 84, 430, 22, 169, 17, 19, 425, 85, 383, 88, 104, 382]"
7525,7525,"[57, 14, 54, 22, 425, 55, 398, 420, 402, 23, 84, 61, 409, 19, 17, 383, 89, 395]"
7526,7526,"[57, 14, 23, 84, 402, 17, 398, 19, 22, 420, 42, 29, 169, 383, 88, 61, 388, 395]"
7527,7527,"[57, 61, 430, 23, 15, 22, 382, 84, 14, 420, 384, 25, 440, 402, 19, 100, 432, 17]"
7528,7528,"[61, 57, 14, 382, 84, 22, 23, 19, 100, 17, 409, 9, 29, 398, 42, 411, 402, 420]"
7529,7529,"[61, 57, 14, 402, 384, 109, 382, 398, 430, 22, 23, 84, 440, 798, 19, 169, 101, 376]"
7530,7530,"[22, 19, 61, 5, 23, 14, 57, 42, 383, 798, 15, 198, 409, 17, 55, 379, 84, 382]"
7531,7531,"[61, 57, 14, 21, 430, 22, 409, 17, 84, 23, 431, 432, 398, 712, 382, 5, 394, 9]"
7532,7532,"[22, 23, 402, 57, 398, 42, 425, 61, 19, 14, 41, 55, 383, 420, 430, 54, 84, 17]"
7533,7533,"[61, 22, 14, 17, 19, 382, 57, 383, 55, 379, 420, 380, 16, 5, 169, 376, 425, 89]"
7534,7534,"[14, 798, 21, 57, 402, 382, 89, 0, 61, 799, 420, 440, 84, 398, 42, 20, 27, 383]"
7535,7535,"[57, 61, 398, 14, 23, 22, 402, 431, 84, 430, 420, 82, 396, 169, 85, 383, 21, 41]"
7536,7536,"[54, 396, 89, 376, 30, 55, 82, 421, 395, 67, 388, 383, 425, 57, 41, 31, 0, 42]"
7537,7537,"[54, 425, 412, 383, 402, 169, 799, 92, 14, 437, 23, 89, 42, 88, 57, 55, 41, 420]"
7538,7538,"[57, 14, 61, 22, 398, 420, 84, 92, 23, 19, 388, 430, 383, 5, 17, 88, 382, 169]"
7539,7539,"[57, 61, 430, 14, 440, 23, 398, 25, 420, 84, 9, 17, 55, 22, 19, 425, 85, 383]"
7540,7540,"[712, 798, 402, 42, 43, 9, 169, 409, 179, 412, 808, 398, 430, 149, 393, 54, 420, 812]"
7541,7541,"[57, 61, 14, 54, 41, 412, 402, 84, 420, 398, 85, 22, 432, 712, 437, 382, 31, 86]"
7542,7542,"[57, 14, 17, 22, 19, 61, 409, 23, 84, 383, 16, 420, 382, 5, 398, 402, 29, 430]"
7543,7543,"[55, 89, 61, 425, 15, 57, 22, 88, 383, 14, 431, 411, 409, 424, 420, 19, 398, 23]"
7544,7544,"[57, 84, 61, 14, 430, 82, 398, 85, 22, 383, 420, 388, 23, 55, 431, 169, 17, 16]"
7545,7545,"[57, 84, 61, 22, 382, 432, 399, 430, 14, 384, 11, 169, 23, 431, 92, 380, 383, 420]"
7546,7546,"[57, 61, 14, 17, 19, 23, 22, 398, 402, 430, 42, 409, 41, 29, 420, 5, 84, 382]"
7547,7547,"[712, 722, 720, 320, 713, 717, 714, 55, 724, 799, 172, 61, 57, 134, 365, 203, 807, 169]"
7548,7548,"[57, 430, 61, 398, 14, 394, 22, 82, 84, 420, 25, 23, 19, 440, 15, 431, 383, 382]"
7549,7549,"[14, 382, 383, 420, 22, 169, 84, 57, 23, 5, 388, 798, 384, 19, 179, 376, 409, 61]"
7550,7550,"[57, 14, 61, 84, 55, 16, 430, 22, 398, 9, 82, 420, 384, 409, 382, 17, 23, 383]"
7551,7551,"[75, 398, 23, 55, 57, 61, 0, 160, 92, 420, 433, 21, 82, 382, 712, 14, 383, 42]"
7552,7552,"[61, 57, 14, 398, 22, 9, 84, 430, 402, 169, 17, 409, 19, 82, 388, 23, 383, 27]"
7553,7553,"[61, 57, 55, 14, 23, 425, 398, 409, 22, 9, 84, 403, 16, 400, 0, 420, 382, 430]"
7554,7554,"[57, 61, 14, 398, 16, 409, 23, 22, 17, 382, 430, 100, 19, 84, 379, 402, 384, 432]"
7555,7555,"[57, 388, 61, 383, 420, 382, 23, 89, 92, 5, 22, 430, 804, 84, 798, 396, 169, 398]"
7556,7556,"[41, 420, 57, 14, 382, 412, 84, 23, 21, 409, 383, 22, 61, 43, 17, 384, 169, 396]"
7557,7557,"[23, 88, 382, 383, 14, 31, 89, 398, 402, 55, 24, 19, 57, 420, 421, 5, 376, 109]"
7558,7558,"[57, 14, 17, 430, 61, 25, 22, 425, 398, 0, 432, 23, 431, 409, 382, 54, 388, 84]"
7559,7559,"[14, 55, 398, 425, 23, 57, 22, 29, 61, 84, 19, 17, 395, 383, 169, 420, 5, 409]"
7560,7560,"[57, 712, 61, 22, 84, 398, 23, 82, 14, 89, 420, 388, 19, 85, 430, 87, 17, 88]"
7561,7561,"[23, 420, 383, 84, 57, 54, 61, 382, 41, 391, 402, 9, 398, 412, 169, 396, 31, 14]"
7562,7562,"[57, 14, 22, 61, 398, 17, 383, 84, 712, 382, 198, 41, 430, 15, 409, 88, 169, 376]"
7563,7563,"[14, 398, 22, 84, 23, 41, 16, 383, 402, 425, 57, 61, 19, 396, 17, 9, 0, 88]"
7564,7564,"[57, 14, 22, 84, 398, 61, 430, 382, 23, 402, 425, 420, 29, 440, 388, 383, 19, 411]"
7565,7565,"[799, 798, 57, 712, 388, 22, 420, 19, 0, 382, 102, 425, 808, 14, 84, 398, 61, 16]"
7566,7566,"[55, 57, 61, 82, 398, 14, 23, 430, 396, 54, 420, 440, 24, 17, 84, 22, 400, 383]"
7567,7567,"[57, 84, 169, 14, 712, 383, 382, 384, 23, 61, 55, 22, 19, 157, 134, 713, 804, 388]"
7568,7568,"[55, 14, 23, 169, 22, 15, 19, 170, 376, 84, 402, 383, 396, 57, 17, 92, 21, 424]"
7569,7569,"[57, 14, 398, 383, 382, 22, 100, 41, 420, 61, 402, 391, 30, 84, 392, 5, 23, 409]"
7570,7570,"[57, 14, 398, 61, 84, 16, 22, 430, 0, 17, 19, 420, 23, 5, 388, 412, 383, 425]"
7571,7571,"[14, 84, 57, 61, 383, 398, 22, 712, 169, 23, 17, 713, 382, 19, 55, 85, 89, 395]"
7572,7572,"[14, 398, 57, 425, 23, 30, 61, 29, 388, 54, 0, 712, 383, 395, 397, 88, 55, 22]"
7573,7573,"[412, 54, 82, 84, 382, 57, 41, 420, 42, 14, 396, 398, 430, 23, 402, 61, 388, 92]"
7574,7574,"[14, 57, 22, 61, 409, 9, 398, 383, 382, 10, 16, 55, 17, 23, 402, 19, 169, 395]"
7575,7575,"[57, 14, 84, 383, 398, 22, 61, 382, 388, 425, 88, 420, 430, 17, 23, 5, 42, 432]"
7576,7576,"[14, 57, 804, 61, 99, 92, 23, 382, 383, 420, 440, 89, 798, 799, 22, 398, 88, 19]"
7577,7577,"[14, 57, 61, 398, 712, 17, 409, 22, 430, 16, 89, 23, 169, 402, 84, 384, 431, 376]"
7578,7578,"[57, 61, 398, 23, 430, 425, 55, 21, 14, 420, 42, 395, 84, 16, 24, 432, 85, 43]"
7579,7579,"[57, 398, 14, 425, 84, 9, 22, 17, 430, 23, 409, 61, 396, 395, 420, 412, 10, 16]"
7580,7580,"[383, 382, 388, 57, 23, 169, 402, 42, 88, 398, 61, 41, 134, 14, 384, 420, 409, 432]"
7581,7581,"[84, 57, 382, 383, 5, 23, 22, 376, 61, 88, 388, 379, 420, 19, 398, 14, 89, 798]"
7582,7582,"[57, 23, 409, 14, 54, 22, 82, 17, 27, 430, 55, 0, 61, 84, 396, 16, 19, 42]"
7583,7583,"[23, 402, 41, 88, 57, 409, 398, 9, 14, 22, 43, 17, 169, 61, 383, 42, 89, 84]"
7584,7584,"[57, 420, 84, 383, 67, 41, 391, 61, 14, 92, 432, 15, 20, 382, 402, 395, 445, 54]"
7585,7585,"[55, 54, 425, 14, 57, 169, 798, 398, 16, 382, 420, 17, 804, 61, 15, 23, 799, 21]"
7586,7586,"[61, 57, 0, 42, 398, 22, 402, 14, 84, 403, 17, 23, 409, 21, 430, 55, 420, 41]"
7587,7587,"[57, 383, 420, 382, 61, 169, 402, 89, 88, 84, 41, 419, 425, 170, 42, 391, 165, 157]"
7588,7588,"[89, 15, 420, 23, 798, 19, 383, 84, 425, 433, 804, 88, 57, 169, 41, 376, 67, 42]"
7589,7589,"[42, 23, 15, 88, 17, 19, 31, 24, 92, 54, 89, 379, 380, 385, 391, 41, 376, 55]"
7590,7590,"[798, 383, 804, 169, 57, 5, 19, 376, 110, 15, 14, 198, 165, 382, 89, 42, 92, 172]"
7591,7591,"[402, 5, 23, 388, 14, 61, 712, 57, 41, 398, 19, 813, 383, 30, 382, 384, 396, 798]"
7592,7592,"[57, 398, 42, 41, 55, 23, 388, 430, 84, 61, 420, 169, 22, 14, 88, 17, 425, 54]"
7593,7593,"[61, 57, 409, 398, 55, 22, 16, 17, 425, 14, 82, 9, 395, 23, 430, 420, 42, 84]"
7594,7594,"[84, 22, 61, 23, 14, 16, 57, 409, 382, 89, 17, 398, 384, 420, 383, 19, 42, 99]"
7595,7595,"[57, 84, 61, 398, 22, 383, 402, 432, 14, 23, 42, 82, 420, 27, 29, 19, 388, 430]"
7596,7596,"[409, 402, 14, 398, 425, 17, 22, 41, 23, 395, 31, 29, 61, 57, 42, 396, 84, 383]"
7597,7597,"[84, 432, 57, 55, 396, 398, 712, 17, 383, 61, 430, 88, 41, 169, 420, 22, 23, 384]"
7598,7598,"[398, 57, 23, 54, 14, 61, 430, 402, 31, 412, 22, 420, 425, 396, 409, 17, 84, 9]"
7599,7599,"[57, 14, 61, 398, 100, 17, 22, 395, 383, 382, 102, 84, 23, 409, 388, 432, 19, 379]"
7600,7600,"[54, 55, 425, 398, 420, 67, 41, 412, 402, 61, 433, 31, 14, 434, 42, 438, 27, 57]"
7601,7601,"[55, 84, 23, 382, 19, 169, 88, 409, 57, 432, 384, 54, 379, 5, 425, 89, 14, 420]"
7602,7602,"[57, 398, 84, 55, 61, 14, 409, 382, 82, 9, 22, 169, 430, 23, 19, 420, 54, 412]"
7603,7603,"[54, 42, 402, 21, 412, 55, 798, 41, 398, 23, 14, 9, 409, 22, 61, 92, 57, 425]"
7604,7604,"[55, 14, 61, 57, 420, 31, 23, 398, 82, 400, 24, 396, 88, 430, 425, 442, 712, 84]"
7605,7605,"[57, 61, 14, 84, 17, 398, 23, 409, 9, 22, 430, 16, 25, 26, 43, 402, 399, 82]"
7606,7606,"[61, 57, 398, 14, 84, 17, 420, 409, 87, 402, 382, 16, 22, 23, 383, 19, 82, 432]"
7607,7607,"[57, 61, 22, 14, 398, 430, 17, 409, 395, 16, 84, 21, 383, 23, 382, 437, 41, 420]"
7608,7608,"[14, 17, 0, 9, 57, 88, 23, 61, 169, 409, 22, 382, 19, 399, 398, 41, 89, 84]"
7609,7609,"[57, 432, 61, 430, 382, 420, 22, 440, 25, 398, 14, 109, 41, 84, 402, 383, 99, 23]"
7610,7610,"[57, 29, 398, 84, 19, 383, 382, 14, 380, 402, 157, 22, 0, 392, 16, 23, 61, 804]"
7611,7611,"[84, 57, 398, 29, 383, 61, 23, 17, 425, 85, 14, 55, 395, 402, 382, 22, 420, 409]"
